Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Parking,id,Provincia,Región,rango_baths,rango_dormitorios,rango_parqueos
93075,cerronavia,Karlovackconsargentocandelaria,2,1,66.0,3,10363689,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
1404985,lascondes,CaminoMirasol/CaminoLasFlores,6,5,420.0,1,9036740,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
155125,maipu,VillaHolanda,3,2,65.0,1,10697236,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
92777,sanbernardo,Yc56507stacarolina/staana,3,2,126.0,1,6405373,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
1263157,lascondes,GralBlanche/Cam.Otoñal,5,6,454.0,6,6098512,Santiago,Metropolitana de Santiago,6-10,1-5,1-5
970636,colina,fundoelalgarrobal2,7,6,5000.0,8,8626953,Chacabuco,Metropolitana de Santiago,6-10,6-10,6-10
1058836,nunoa,Cervantes/holanda,8,5,165.0,1,9179881,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
1174514,colina,CondominioCasasdeHacienda,4,4,350.0,6,9395037,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
224159,laflorida,Av.Laflorida/walkermartines,4,2,116.0,2,8381991,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
168120,puentealto,TroncalSanFranciscoAG/PlazaViva,3,2,75.0,0,6353225,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
793351,providencia,Quillay,5,3,270.0,2,6106910,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
176310,laflorida,Santaraquel,3,2,69.0,1,10090028,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
84682,maipu,DelFerrocarril,3,1,72.0,1,8342731,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
87173,laflorida,Laflorida,3,2,70.0,0,8565509,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
961772,santiago,zapallar,4,4,250.0,0,10979159,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
149363,cerrillos,Ongolmo,3,1,80.0,1,3550011,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
243767,quintanormal,Sta.Petronila832,4,2,150.0,2,6024178,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
199446,loprado,Mingana,5,2,180.0,4,7331575,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
398005,pudahuel,TransversalUno,3,3,140.0,2,6992001,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
442327,pudahuel,Losolmos,6,4,190.0,2,6866074,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
407756,pudahuel,LosAbedules,3,3,130.0,2,8320260,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
168120,sanjoaquin,FranciscodeCastañeda,5,2,80.0,1,8320873,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
10,pudahuel,Callenuevaunosur,4,3,161.0,2,8804600,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
464930,pudahuel,C.elCoihue,3,4,180.0,2,9385257,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
376731,pudahuel,C.NuevaUnoSur19900,6,3,145.0,2,9555168,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
420609,pudahuel,ElAmanecerOriente,3,3,165.0,2,10807732,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
278338,pudahuel,QuebradalasBandurrias,3,3,100.0,1,10748712,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
296953,pudahuel,CerroBustamante,3,2,115.0,3,10370724,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
421052,pudahuel,LosAlmendros,4,3,145.0,3,10915366,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
180573,puentealto,NemesioVicuña2504,4,3,129.0,3,4084549,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
259280,quintanormal,PadreLorenzoEiting,7,3,250.0,0,11689180,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
1506481,providencia,Bilbao,7,6,260.0,0,6754844,Santiago,Metropolitana de Santiago,6-10,6-10,6-10
80946,maipu,LasNaciones/Av.Portales,3,1,78.0,0,8959059,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
186800,estacioncentral,PadreJaimeLarraínHurtado,2,2,105.0,3,7982029,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
664819,pirque,ElCruceral,4,3,270.0,7,10981541,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
327978,penalolen,PaseoPoniente,4,2,110.0,1,8415571,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
191283,sanbernardo,Eyzaguirrenu-60452/urmeneta,2,1,80.0,0,8902441,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
149440,quilicura,Futuraestacióndelmetro/avlastorres,2,2,101.0,1,6202040,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
484609,sanjoaquin,Santiago,6,3,700.0,8,8955824,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
261519,puentealto,Holanda,6,2,288.0,2,11357650,Cordillera,Metropolitana de Santiago,1-5,6-10,6-10
149440,lagranja,Villalospensamientos,3,1,59.0,5,10714561,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
407534,providencia,ViñadelMar/ParqueBustamante,11,3,218.0,0,8928849,Santiago,Metropolitana de Santiago,1-5,11-15,11-15
165006,sanbernardo,Noscedal1,4,3,100.0,2,8674115,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
174346,laflorida,LosCanelos,4,2,275.0,1,9435917,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
457617,nunoa,HernanCortés/Chile-España,5,3,240.0,1,11354794,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
1506924,lascondes,Elgolf,5,0,330.0,3,8327109,Santiago,Metropolitana de Santiago,Sin Baños,1-5,1-5
1108653,lobarnechea,CaminoElCajón18000,3,4,375.0,6,8948520,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
112080,maipu,Lachacra,2,1,80.0,1,11344152,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
1365096,lobarnechea,Alcaldedelano,5,5,351.0,3,5978838,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
176842,buin,Ruta5conPastorJoséMolina,3,3,72.0,2,8710996,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
105853,maipu,PasajeSanRuben//SanManuel,4,2,43.0,0,10703489,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
933998,laflorida,Venezuela,4,4,190.0,6,7940407,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
359712,sanbernardo,AvenidaAmérica/CostaneraManuelMagalanesMoure,3,3,156.0,0,6729096,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
146949,puentealto,LasNievesconNonatocoo,2,1,100.0,3,10645819,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
130760,quilicura,YC59707LosHimalayas/LosBalcanes,4,2,120.0,0,8307725,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
271482,loprado,Sanpablo,4,2,164.0,2,11354975,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
819944,lascondes,Encondominio/avenidaplaza,5,4,179.0,0,7809629,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
93400,puentealto,Casa2pisospareadaenPuenteAlto,3,1,77.0,0,10973961,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
101494,cerrillos,Avsantacorina/loerrazuriz,3,1,84.0,0,8332782,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
113325,puentealto,Lossalesianos/avmexico/metroprotectoradelainfancia,4,2,75.0,0,7204421,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
91258,maipu,Caminoarinconada/pasajevadoazul,3,1,60.0,1,8301731,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
99626,maipu,Maipú,5,2,116.0,0,11348083,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
1041550,lascondes,Quinchamali-avenidalascondes,6,4,330.0,5,5429582,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
235367,puentealto,46deSantaRosa,4,2,120.0,0,10369270,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
629362,lascondes,Metrohernandodemagallanes/hernandodemagallanes/pueblitolosdominicios,3,3,135.0,2,10100215,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
205479,sanbernardo,Sanleondepte/caminoelcerrillo,6,2,165.0,0,7974144,Maipo,Metropolitana de Santiago,1-5,6-10,6-10
464930,colina,SantaElena,4,4,140.0,3,6846961,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
407756,penalolen,AvenidaConsistorial,4,3,120.0,2,9355654,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
77210,puentealto,LosQueltehues/EstaciónValdivia,2,1,48.0,0,9434401,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
99626,quilicura,Krobokanag/LosCarpatos,2,1,63.0,0,9866535,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
155666,maipu,Lapiramide/progreso,5,2,99.0,0,8912925,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
180573,sanbernardo,PradosdeNos,3,2,70.0,2,8535282,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
112080,santiago,AmpliaCasa1pisoenSantiagoCentro,4,2,111.0,0,10973951,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
133873,paine,Excelenteoportunidad,3,2,67.0,0,11345235,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
252631,maipu,Av.Sur,4,2,134.0,0,9885140,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
476454,maipu,AvMaipú50,4,2,244.0,4,8960132,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
819944,lacisterna,Metroloovalle,7,3,300.0,8,9871281,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
753462,lascondes,PresidenteErrazuriz-Málaga,4,2,140.0,1,6526101,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
116936,renca,Domingosantamaria-plazaderenca,4,1,129.0,3,9601378,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
156277,laflorida,LíaAguirre,3,2,78.0,2,9432142,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
265485,lacisterna,Vespuciosur,3,4,175.0,0,10364199,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
1108032,lascondes,PaulHarris/ElAlamein,3,2,150.0,0,6088512,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
434349,penalolen,Altosdelaarboleda/lospeumossur,4,3,172.0,2,10646234,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
813739,nunoa,Exequielfernandez,3,2,288.0,2,10092325,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
18057,sanbernardo,Eyzaguirre,2,1,20.0,0,8544379,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
130760,sanbernardo,juanfranciscolarrain,3,2,142.0,0,7602701,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
797783,providencia,Bilbao/Amapolas,6,2,308.0,3,5671858,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
68493,puentealto,villalosapostoles,2,1,,0,8036465,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
864265,lobarnechea,ElHuinganal,3,3,170.0,0,10350752,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
168120,penalolen,PC51473Av.CoronelAlejandroSepúlveda/Chimiles,4,3,114.0,1,4949728,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
136986,laflorida,MarcelaPaz-JardinAltoYC56746/GeronimodeAlderete,5,2,75.0,0,6485752,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
757894,maipu,CalleManuelRodriguez,3,2,171.0,5,10697966,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
124533,talagante,3oriente,4,2,130.0,1,11425163,Talagante,Metropolitana de Santiago,1-5,1-5,1-5
770747,lascondes,ElConventoconCaminoSanFranciscodeAsis,6,5,180.0,2,9595409,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
751718,santiago,Huerfanos2700-3000,15,4,249.0,0,8184639,Santiago,Metropolitana de Santiago,1-5,11-15,11-15
498615,nunoa,MarchanPereiraDiagonalOriente,4,4,350.0,4,6566488,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
485679,nunoa,LaVerbena,3,2,132.0,1,8415542,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
146260,quilicura,VentaCasa3DormitoriosQuilicura,3,3,90.0,0,10383351,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
186149,puentealto,Eyzaguirre-NonatoCoo,4,2,118.0,0,8967006,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
185263,laflorida,AvenidaMexico,3,2,98.0,2,9580234,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
177285,quilicura,Pasajebarriofuencarral,4,2,129.0,2,7278821,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
640443,caleradetango,CondominioLaFuenteLonquen,5,3,200.0,3,9184924,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
627590,santiago,Cuevas/RogelioUgarte,1,1,708.0,0,4898919,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
97507,puentealto,CaletaPisaguaVieja,3,2,60.0,2,10660385,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
168120,laflorida,Excelenteoportunidad,4,2,134.0,0,10216802,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
611191,vitacura,ManuelaCañas2299,4,4,161.0,0,11344785,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
571745,talagante,Talagante,4,4,300.0,0,10980211,Talagante,Metropolitana de Santiago,1-5,1-5,1-5
1192243,lascondes,Apoquindo,5,4,400.0,0,8724676,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
143213,melipilla,JoseMassoud,3,2,65.0,3,6935976,Melipilla,Metropolitana de Santiago,1-5,1-5,1-5
130760,puentealto,NemesioVicuña,3,2,98.0,2,9436580,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
1320775,lobarnechea,ContralmiranteFernadezVial/CaminoLaAguada,6,5,440.0,2,6085971,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
2747920,vitacura,!!serecibenofertas¡¡/locurro,5,6,650.0,0,3470325,Santiago,Metropolitana de Santiago,6-10,1-5,1-5
1218836,colina,GeneralSanMartinconAlpatacal,6,5,387.0,14,9360262,Chacabuco,Metropolitana de Santiago,1-5,6-10,6-10
1617727,lascondes,LosFrailes/MallSport/UniversidadAndrésBello,5,5,517.0,7,7618528,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
98381,sanbernardo,Gralurrutianu-59224/parqueelmorado,3,2,70.0,0,7914003,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
236613,lacisterna,Goycochea/TrinidadRamírez,5,2,200.0,0,7977938,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
358958,maipu,CanalPuyuhuapiPoniente,5,3,140.0,2,10680292,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
452077,huechuraba,Pedrofontova,5,4,160.0,1,5714665,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
819944,lascondes,Estadioisraelita,3,2,162.0,0,5832143,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
1130193,lascondes,PresidenteErrazuriz-GertrudisEcheñique,7,4,260.0,2,8926271,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
551800,colina,Chamisero,4,4,173.0,0,6031520,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
190582,maipu,NuevaSanMartín,3,2,80.0,2,6002695,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
74720,sanbernardo,PadreHurtadoconSanJose,4,1,57.0,0,8672523,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
211706,quilicura,AvenidaLasTorres,3,3,150.0,2,8206482,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
1728531,lascondes,CaminoLasFlores/PiedraRoja,6,4,420.0,0,6212137,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
105853,renca,YC5927011dediciembre/YC59270IncadeOro,3,1,92.0,0,7951529,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
211706,santiago,almirantebarroso519,5,4,184.0,1,9374527,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
230471,providencia,UbicadoentrelaAv.EliodoroYáñezyDarioUrzua,2,2,4.0,1,8907667,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
585305,tiltil,LasBateas,4,4,290.0,0,4901365,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
178172,laflorida,LaFlorida,2,2,120.0,1,4812683,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
105853,sanbernardo,avenidacolonsur,3,1,,2,9562614,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
140722,pudahuel,Lasenciclicasag/ricardovial,5,3,170.0,0,8503089,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
301562,penalolen,Casaenventacercadetodo,3,2,,2,10981307,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
217933,quilicura,AvdaO´higgins,4,3,98.0,1,8889039,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
373599,santiago,Huérfanos,6,4,280.0,0,10674580,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
199253,elbosque,GranAvenida,3,1,54.0,0,4899477,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
298879,macul,AvenidaPadreLuisQuerbes2.825,6,3,135.0,2,10117811,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
93400,maipu,Casade1PisoenCamposdeBatalla,3,1,64.0,0,4073176,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
594147,laflorida,YC56863CaminoLasCumbres/CaminodelMonte,6,5,186.0,3,6785175,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
112080,puentealto,Casade2pisoscon3d+1b,3,1,65.0,0,10094300,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
611634,vitacura,ColegioManquehue,5,3,140.0,2,5343678,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
331967,puentealto,Lasvizcachas,4,3,160.0,0,5484965,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
62267,lampa,CalleUruguayYC60602/Ecuador,5,1,100.0,0,9156536,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
374515,penalolen,Avelvalle&consistorial/ricaterraza&jardin,4,4,139.0,1,9309920,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
1041550,lascondes,Exclusivocondominio/sanramón,6,3,262.0,0,8373992,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
203878,maipu,Inésriesco,4,1,65.0,2,10940322,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
1639888,santiago,valparaiso,5,5,370.0,6,10979199,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
1275966,lobarnechea,CaminoReal/CaminodeLaCañada,4,4,363.0,0,8930408,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
323786,maipu,JuanSebastian/Pajarito,4,2,160.0,2,8539608,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
228255,maipu,Cordilleradelacosta1685,5,3,120.0,1,8908112,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
576177,lascondes,elyelcho,2,2,110.0,2,9374092,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
181717,puentealto,CalleCorregidorPoniente/CalleIndependencia,3,2,120.0,0,8739298,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
1014958,vitacura,alladodelClubdePoloyfrenteaCasaPiedra,4,2,144.0,7,5758532,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
688667,lascondes,LasCondes,6,4,192.0,4,9591615,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
1455955,lobarnechea,ManquehueOriente/CerroPandeAzúcar,7,7,535.0,0,6118480,Santiago,Metropolitana de Santiago,6-10,6-10,6-10
1506481,providencia,Bilbao,7,6,260.0,0,5988424,Santiago,Metropolitana de Santiago,6-10,6-10,6-10
102117,puentealto,ElLabrador/NemesioVicuña,2,1,38.0,1,6255815,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
310249,puentealto,Caminodelacueducto,4,3,112.0,2,10938301,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
137396,santiago,Vendocasa,5,2,160.0,1,9634091,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
109589,recoleta,Avpurisimaam/avdominica,2,1,45.0,0,5888078,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
305106,sanjoaquin,SanJoaquín,6,3,140.0,2,11688421,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
753462,buin,CaminoPadreHurtadoconAv.VirginiaSubercaseaux,6,4,330.0,0,6671057,Maipo,Metropolitana de Santiago,1-5,6-10,6-10
709141,colina,CondominioSanLuis,5,5,285.0,0,9168367,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
68493,sanbernardo,Cincopinos,2,1,55.0,0,8486156,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
105853,renca,Tococalma/clotarioblest,4,1,40.0,0,8484691,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
473225,nunoa,VillaPresidenteFrei,7,3,170.0,0,8473026,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
693246,nunoa,Nancy600-900,4,4,547.0,1,10100678,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
161893,elbosque,FedericoGana,2,1,68.0,3,7819789,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
93400,cerronavia,Lasfragatasag/mardechile,4,2,76.0,0,8319429,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
100787,colina,Fontt/loseco,3,1,75.0,0,7762021,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
323545,lacisterna,madamebolland,2,1,76.0,0,7483202,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
132005,sanbernardo,Villamaestranza,3,1,60.0,2,10660133,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
68493,penaflor,21deMayo,3,2,55.0,3,7080936,Talagante,Metropolitana de Santiago,1-5,1-5,1-5
323786,santiago,Metrouniversidadcatolica/marin,8,3,175.0,0,10373995,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
157341,recoleta,Miraflores,7,4,133.0,2,9638015,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
186800,maipu,LosTulipanes//MardeChile,4,3,121.0,1,10654740,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
456509,sanmiguel,QuintaAvenida/GranCasa,5,2,189.0,0,10138059,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
242839,penalolen,ValleHermosoPC60197/AvJoseArrieta,4,2,150.0,1,8674187,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
796897,lascondes,Remodelada//AguaQuieta,4,3,193.0,0,8340303,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
749030,lascondes,LasCondes/CharlesHamilton,4,3,140.0,2,6086354,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
553573,colina,Av.ChamiseroconAv.Sta.María,4,4,149.0,3,11346465,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
250859,laflorida,Palena/WalkerMartinez,4,2,111.0,1,8315382,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
199253,sanbernardo,baquedano,2,1,,0,10247987,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
629362,nunoa,AlcaldeEduardoCastilloVelasco2943,5,4,250.0,6,8923028,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
68493,lagranja,Casa2PisosenBahíaCatalina,2,1,42.0,0,6796147,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
228255,maipu,AvJoséLuisInfanteconLagodeLugano,3,3,90.0,1,8463052,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
161893,huechuraba,Villalibertadores,5,2,75.0,1,5327150,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
311333,cerrillos,PabloSuarez,4,2,165.0,3,8933501,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
531412,nunoa,ñuñoa,4,2,170.0,3,8722375,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
591532,lascondes,¡seaceptanofertas!/félixdeamesti,4,3,213.0,2,5094346,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
460941,santiago,Av.Brasil/alameda.Metroloshéroesyrepública,10,4,314.0,0,7803661,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
311333,lacisterna,LaCisterna,2,1,167.0,4,11688177,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
1450193,lareina,ÁlvaroCasanova,4,4,,0,9591300,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
261519,laflorida,nipe2760,4,3,119.0,3,6672528,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
1263157,lascondes,FranciscoBulnesCorrea,5,5,453.0,5,8926365,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
249066,cerronavia,HipolitoSalas,4,4,306.0,4,7940463,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
155666,maipu,Maipú,3,1,65.0,1,5866256,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
374515,lareina,Vicenteperezrosales,3,3,94.0,3,11346738,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
234903,buin,VictorTroncosoMuñoz1080,3,3,86.0,3,9169323,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
248199,cerrillos,Casade124mts2construcciónsolida,3,2,124.0,3,9856001,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
118306,laflorida,Huemul,4,1,100.0,3,7825799,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
161893,cerrillos,Lasfloresnu-60161/laarboleda,4,2,130.0,1,8697319,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
136986,pudahuel,metropudahuesur,3,1,48.0,1,11592521,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
975068,huechuraba,Elalmendropte.,4,5,300.0,5,10939610,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
97136,santiago,Andesnu-60827/ricardocumming,3,2,68.0,0,9364129,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
168120,padrehurtado,arzobispoemiliotagle,3,1,55.0,0,9649442,Talagante,Metropolitana de Santiago,1-5,1-5,1-5
68493,sanbernardo,Villaanguita,3,1,50.0,0,10968910,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
155125,renca,Av.Domingosantarosaag-60436/apostolsantiago,2,3,73.0,0,8888999,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
136986,penalolen,peñalolen,3,1,,0,10247961,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
930747,nunoa,JoséDomingoCañas/MonseñorEyzaguirre,5,3,250.0,1,2234783,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
762326,colina,Chamiserolareservadechicureo,5,4,224.0,0,5713125,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
199253,loprado,LosJazminesYC61846/LasRosas,7,2,178.0,1,10693876,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
155666,colina,Lascabañas/av.Losnogales,4,2,64.0,0,10981390,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
731301,providencia,Suecia/DiegodeAlmagro,3,2,129.0,0,7986340,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
531856,santiago,Santiago,3,3,146.0,1,11348098,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
460941,laflorida,Entrerojasmagallanesysantajulia,5,4,194.0,2,8544181,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
509695,lascondes,Alonsodecamargo/toconce,4,3,140.0,0,6654414,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
